Device_Type,Brand,Model,Age_Years,Condition_Label,Condition_Score,Screen_Damage,Body_Damage,Battery_Health,Original_Price,Depreciation_Rate,Current_Market_Price,Resale_Price,Exchange_Price,Repair_Cost,Refurbished_Price,Demand_Score,Best_Action,Profit_if_Repaired,OLX_Resale_Price,Cashify_Exchange_Price,Price_Variation_%
Laptop,Lenovo,Legion 5,4,Poor,39,Yes,Yes,62,100000,0.14,54700,21333,15228,7940,26666,71,Resell,-2607,22768,13146,6.73
Laptop,Lenovo,Legion 5,1,Poor,39,Yes,Yes,51,100000,0.25,75000,29250,22767,4202,36562,65,Repair,3110,29631,23604,1.3
Laptop,Lenovo,Legion 5,4,Poor,38,Yes,Yes,60,100000,0.16,49787,18919,14182,6336,23648,77,Resell,-1607,20650,12092,9.15
Laptop,Lenovo,Legion 5,3,Poor,36,Yes,Yes,59,100000,0.26,40522,14587,12633,5995,18233,54,Resell,-2349,14713,12737,0.86
Laptop,Lenovo,Legion 5,3,Poor,36,Yes,Yes,92,100000,0.23,45653,16435,13769,6713,20543,91,Resell,-2605,16302,12507,-0.81
Laptop,Lenovo,Legion 5,1,Poor,35,Yes,Yes,94,100000,0.23,77000,26950,22693,5715,33687,86,Resell,1022,26679,19831,-1.01
Laptop,Lenovo,Legion 5,2,Poor,35,Yes,Yes,94,100000,0.11,79210,27723,21356,8748,34653,50,Resell,-1818,30054,21096,8.41
Laptop,Lenovo,Legion 5,4,Poor,34,Yes,Yes,56,100000,0.27,28398,9655,8633,5646,12068,69,Resell,-3233,8710,8540,-9.79
Laptop,Lenovo,Legion 5,4,Poor,31,Yes,Yes,43,100000,0.28,26873,8330,6140,8341,10412,61,Resell,-6259,8299,5271,-0.37
Mobile,Apple,iPhone 13,3,Good,95,No,No,42,75000,0.25,31640,30058,24627,0,37572,73,Repair,7514,27120,23800,-9.77
Mobile,Apple,iPhone 13,5,Good,91,No,No,67,75000,0.27,15548,14148,12565,0,17685,64,Repair,3537,14549,11036,2.83
Mobile,Apple,iPhone 13,3,Good,91,No,No,82,75000,0.12,51110,46510,36954,0,58137,58,Repair,11627,49795,37413,7.06
Mobile,Apple,iPhone 13,1,Good,89,No,No,81,75000,0.19,60750,54067,46105,0,67583,49,Repair,13516,50698,44179,-6.23
Mobile,Apple,iPhone 13,5,Good,89,No,No,63,75000,0.22,21653,19271,14835,0,24088,87,Repair,4817,17734,15543,-7.98
Mobile,Apple,iPhone 13,1,Good,89,No,No,100,75000,0.12,66000,58740,51505,0,73425,75,Repair,14685,60975,49452,3.8
Mobile,Apple,iPhone 13,6,Good,88,No,No,81,75000,0.16,26347,23185,16823,0,28981,41,Repair,5796,24765,17229,6.81
Mobile,Apple,iPhone 13,6,Good,85,No,No,62,75000,0.11,37273,31682,24955,0,39602,94,Repair,7920,28862,21685,-8.9
Mobile,Apple,iPhone 13,4,Good,85,No,No,45,75000,0.1,49207,41825,30950,0,52281,61,Repair,10456,39110,31450,-6.49
Mobile,Apple,iPhone 13,5,Good,84,No,No,70,75000,0.14,35282,29636,26154,0,37045,49,Repair,7409,31601,27413,6.63
Mobile,Apple,iPhone 13,4,Good,83,No,No,48,75000,0.11,47056,39056,30490,0,48820,65,Repair,9764,40339,27472,3.29
Mobile,Apple,iPhone 13,6,Good,83,No,No,74,75000,0.21,18231,15131,11020,0,18913,55,Repair,3782,15333,10163,1.34
Mobile,Apple,iPhone 13,2,Good,82,No,No,67,75000,0.13,56767,46548,41613,0,58185,48,Repair,11637,49327,41694,5.97
Mobile,Apple,iPhone 13,5,Good,81,No,No,95,75000,0.23,20300,16443,13745,0,20553,54,Repair,4110,18063,12645,9.85
Mobile,Apple,iPhone 13,4,Good,80,No,No,90,75000,0.28,20155,16124,12110,0,20155,82,Repair,4031,17257,12218,7.03
Mobile,Apple,iPhone 13,5,Good,80,No,No,86,75000,0.22,21653,17322,14523,0,21652,66,Repair,4330,16934,14104,-2.24
Mobile,Apple,iPhone 13,6,Good,79,No,No,60,75000,0.1,39858,31487,22918,0,39358,90,Repair,7871,32376,23613,2.82
Mobile,Apple,iPhone 13,2,Good,78,No,No,92,75000,0.12,58080,45302,32709,0,56627,73,Repair,11325,47255,32999,4.31
Mobile,Apple,iPhone 13,4,Good,78,No,No,54,75000,0.17,35593,27762,23322,0,34702,54,Repair,6940,25413,20741,-8.46
Mobile,Apple,iPhone 13,5,Good,77,No,No,63,75000,0.11,41880,32247,26532,0,40308,69,Repair,8061,35174,25008,9.08
Mobile,Apple,iPhone 13,4,Good,77,No,No,71,75000,0.24,25021,19266,17022,0,24082,72,Repair,4816,18622,15341,-3.34
Mobile,Apple,iPhone 13,5,Good,77,No,No,75,75000,0.24,19016,14642,12335,0,18302,85,Repair,3660,14660,10634,0.12
Mobile,Apple,iPhone 13,1,Good,76,No,No,50,75000,0.26,55500,42180,34050,0,52725,62,Repair,10545,40540,33070,-3.89
Mobile,Apple,iPhone 13,2,Average,73,No,No,90,75000,0.3,36749,26826,19283,0,33532,71,Repair,6706,27981,20010,4.31
Mobile,Apple,iPhone 13,4,Average,73,No,No,74,75000,0.15,39150,28579,23542,0,35723,75,Repair,7144,27240,20634,-4.69
Mobile,Apple,iPhone 13,6,Average,73,No,No,72,75000,0.27,11350,8285,7028,0,10356,40,Resell,2071,7697,6790,-7.1
Mobile,Apple,iPhone 13,3,Average,72,No,No,65,75000,0.11,52872,38067,27741,0,47583,87,Repair,9516,37371,25734,-1.83
Mobile,Apple,iPhone 13,2,Average,72,No,No,73,75000,0.13,56767,40872,32448,0,51090,62,Repair,10218,43264,32403,5.85
Mobile,Apple,iPhone 13,3,Average,72,No,No,46,75000,0.14,47704,34346,25803,0,42932,86,Repair,8586,35381,26025,3.01
Mobile,Apple,iPhone 13,1,Average,70,No,No,79,75000,0.23,57750,40425,33081,0,50531,40,Repair,10106,41591,30022,2.88
Mobile,Apple,iPhone 13,2,Average,70,No,No,80,75000,0.21,46807,32764,25338,0,40955,49,Repair,8191,31406,25330,-4.14
Mobile,Apple,iPhone 13,3,Average,69,No,No,47,75000,0.11,52872,36481,29839,0,45601,89,Repair,9120,37816,28802,3.66
Mobile,Apple,iPhone 13,2,Average,69,No,No,60,75000,0.1,60750,41917,33880,0,52396,60,Repair,10479,40532,34188,-3.3
Mobile,Apple,iPhone 13,4,Average,69,No,No,42,75000,0.16,37340,25764,22294,0,32205,65,Repair,6441,25843,20419,0.31
Mobile,Apple,iPhone 13,3,Average,69,No,No,42,75000,0.13,49387,34077,25695,0,42596,80,Repair,8519,33769,23192,-0.9
Mobile,Apple,iPhone 13,5,Average,68,No,No,55,75000,0.14,35282,23991,17924,0,29988,58,Repair,5997,23412,18435,-2.41
Mobile,Apple,iPhone 13,1,Average,67,No,No,100,75000,0.15,63750,42712,30335,0,53390,91,Repair,10678,43602,27234,2.08
Mobile,Apple,iPhone 13,4,Average,66,No,No,72,75000,0.1,49207,32476,28600,0,40595,86,Repair,8119,33758,28267,3.95
Mobile,Apple,iPhone 13,3,Average,65,No,No,83,75000,0.25,31640,20566,18226,0,25707,75,Repair,5141,20537,17177,-0.14
Mobile,Apple,iPhone 13,4,Average,65,No,No,59,75000,0.13,42967,27928,22889,0,34910,79,Repair,6982,28330,20610,1.44
Mobile,Apple,iPhone 13,1,Average,64,No,Yes,100,75000,0.13,65250,41760,31677,1663,52200,45,Repair,8777,43829,27166,4.95
Mobile,Apple,iPhone 13,5,Average,63,No,Yes,56,75000,0.28,14511,9141,7892,2531,11426,83,Resell,-246,9455,6810,3.44
Mobile,Apple,iPhone 13,5,Average,63,No,Yes,42,75000,0.21,23077,14538,12286,3519,18172,61,Resell,115,13833,10546,-4.85
Mobile,Apple,iPhone 13,5,Average,62,No,Yes,60,75000,0.21,23077,14307,11047,3121,17883,57,Resell,455,15259,10637,6.65
Mobile,Apple,iPhone 13,1,Average,62,No,Yes,82,75000,0.21,59250,36735,26714,2000,45918,58,Repair,7183,36893,28023,0.43
Mobile,Apple,iPhone 13,3,Average,61,No,Yes,51,75000,0.3,25724,15691,13397,3086,19613,43,Resell,836,17106,12611,9.02
Mobile,Apple,iPhone 13,3,Average,60,No,Yes,42,75000,0.27,29176,17505,15385,3994,21881,82,Resell,382,15758,14753,-9.98
Mobile,Apple,iPhone 13,1,Average,59,Yes,Yes,46,75000,0.26,55500,32745,23563,6514,40931,52,Resell,1672,31325,23452,-4.34
Mobile,Apple,iPhone 13,6,Average,58,Yes,Yes,75,75000,0.11,37273,21618,17755,5774,27022,70,Resell,-370,20868,17746,-3.47
Mobile,Apple,iPhone 13,5,Average,57,Yes,Yes,96,75000,0.18,27805,15848,13078,7867,19810,47,Resell,-3905,16712,13674,5.45
Mobile,Apple,iPhone 13,1,Poor,55,Yes,Yes,76,75000,0.15,63750,35062,25471,6120,43827,94,Resell,2645,36815,24824,5.0
Mobile,Apple,iPhone 13,6,Poor,54,Yes,Yes,92,75000,0.21,18231,9844,8271,6629,12305,77,Resell,-4168,10619,7524,7.87
Mobile,Apple,iPhone 13,5,Poor,54,Yes,Yes,86,75000,0.19,26150,14121,10851,6780,17651,70,Resell,-3250,14313,10794,1.36
Mobile,Apple,iPhone 13,1,Poor,53,Yes,Yes,44,75000,0.26,55500,29415,26426,4112,36768,63,Repair,3241,28902,24191,-1.74
Mobile,Apple,iPhone 13,2,Poor,52,Yes,Yes,68,75000,0.14,55469,28843,22593,9001,36053,43,Resell,-1791,30311,22873,5.09
Mobile,Apple,iPhone 13,1,Poor,51,Yes,Yes,81,75000,0.28,54000,27540,20052,7369,34425,46,Resell,-484,26995,17881,-1.98
Mobile,Apple,iPhone 13,2,Poor,50,Yes,Yes,48,75000,0.25,42187,21093,18683,7614,26366,93,Resell,-2341,21847,17621,3.57
Mobile,Apple,iPhone 13,1,Poor,50,Yes,Yes,48,75000,0.25,56250,28125,19758,8706,35156,54,Resell,-1675,25914,18950,-7.86
Mobile,Apple,iPhone 13,4,Poor,50,Yes,Yes,93,75000,0.3,18007,9003,6676,8174,11253,60,Resell,-5924,9690,6249,7.63
Mobile,Apple,iPhone 13,3,Poor,49,Yes,Yes,42,75000,0.29,26843,13153,10731,8000,16441,71,Resell,-4712,14174,10852,7.76
Mobile,Apple,iPhone 13,3,Poor,48,Yes,Yes,98,75000,0.18,41352,19848,15694,3476,24810,77,Resell,1486,21716,13376,9.41
Mobile,Apple,iPhone 13,6,Poor,48,Yes,Yes,57,75000,0.15,28286,13577,11735,6628,16971,59,Resell,-3234,12907,12081,-4.93
Mobile,Apple,iPhone 13,1,Poor,48,Yes,Yes,64,75000,0.28,54000,25920,19512,4213,32400,79,Resell,2267,25570,18397,-1.35
Mobile,Apple,iPhone 13,6,Poor,47,Yes,Yes,81,75000,0.17,24520,11524,9786,4157,14405,61,Resell,-1276,11974,8992,3.9
Mobile,Apple,iPhone 13,4,Poor,47,Yes,Yes,82,75000,0.25,23730,11153,9318,3607,13941,49,Resell,-819,10763,8814,-3.5
Mobile,Apple,iPhone 13,2,Poor,47,Yes,Yes,86,75000,0.26,41070,19302,16832,5687,24127,63,Resell,-862,18836,15972,-2.41
Mobile,Apple,iPhone 13,3,Poor,46,Yes,Yes,64,75000,0.23,34239,15749,11150,8499,19686,68,Resell,-4562,15466,11002,-1.8
Mobile,Apple,iPhone 13,1,Poor,46,Yes,Yes,97,75000,0.16,63000,28980,23402,5242,36225,85,Resell,2003,27355,21194,-5.61
Mobile,Apple,iPhone 13,5,Poor,44,Yes,Yes,80,75000,0.11,41880,18427,14573,7466,23033,41,Resell,-2860,20195,12917,9.59
Mobile,Apple,iPhone 13,4,Poor,44,Yes,Yes,54,75000,0.21,29212,12853,10601,6395,16066,74,Resell,-3182,12419,9093,-3.38
Mobile,Apple,iPhone 13,3,Poor,44,Yes,Yes,40,75000,0.21,36977,16269,13224,6548,20336,62,Resell,-2481,16235,12708,-0.21
Mobile,Apple,iPhone 13,4,Poor,42,Yes,Yes,44,75000,0.22,27761,11659,10481,4013,14573,88,Resell,-1099,10784,10054,-7.5
Mobile,Apple,iPhone 13,1,Poor,41,Yes,Yes,58,75000,0.19,60750,24907,19226,5902,31133,51,Resell,324,26097,18796,4.78
Mobile,Apple,iPhone 13,5,Poor,41,Yes,Yes,67,75000,0.17,29542,12112,8844,7852,15140,52,Resell,-4824,12812,7638,5.78
Mobile,Apple,iPhone 13,4,Poor,40,Yes,Yes,71,75000,0.24,25021,10008,7646,6099,12510,73,Resell,-3597,10865,6815,8.56
Mobile,Apple,iPhone 13,4,Poor,39,Yes,Yes,43,75000,0.16,37340,14562,12773,4670,18202,85,Resell,-1030,14239,10938,-2.22
Mobile,Apple,iPhone 13,5,Poor,39,Yes,Yes,61,75000,0.25,17797,6940,5136,4855,8675,46,Resell,-3120,7511,5058,8.23
Mobile,Apple,iPhone 13,1,Poor,39,Yes,Yes,70,75000,0.11,66750,26032,18907,5478,32540,56,Resell,1030,25521,18993,-1.96
Mobile,Apple,iPhone 13,1,Poor,38,Yes,Yes,98,75000,0.3,52500,19950,15596,6744,24937,95,Resell,-1757,18916,16248,-5.18
Mobile,Apple,iPhone 13,1,Poor,37,Yes,Yes,77,75000,0.11,66750,24697,21648,5154,30871,51,Resell,1020,24671,18862,-0.11
Mobile,Apple,iPhone 13,2,Poor,37,Yes,Yes,76,75000,0.24,43320,16028,14176,5413,20035,40,Resell,-1406,16958,14336,5.8
Mobile,Apple,iPhone 13,4,Poor,36,Yes,Yes,78,75000,0.18,33909,12207,9789,6182,15258,62,Resell,-3131,13348,8965,9.35
Mobile,Apple,iPhone 13,4,Poor,35,Yes,Yes,66,75000,0.1,49207,17222,12739,4884,21527,63,Resell,-579,18558,12819,7.76
Mobile,Apple,iPhone 13,4,Poor,35,Yes,Yes,86,75000,0.23,26364,9227,7596,4498,11533,45,Resell,-2192,9900,7046,7.29
Mobile,Apple,iPhone 13,4,Poor,34,Yes,Yes,72,75000,0.12,44977,15292,11876,5283,19115,42,Resell,-1460,15554,10381,1.71
Mobile,Apple,iPhone 13,4,Poor,34,Yes,Yes,40,75000,0.26,22489,7646,5527,6423,9557,41,Resell,-4512,7220,5202,-5.57
Mobile,Apple,iPhone 13,1,Poor,33,Yes,Yes,83,75000,0.16,63000,20790,17273,7301,25987,59,Resell,-2104,21093,17412,1.46
Mobile,Apple,iPhone 13,2,Poor,33,Yes,Yes,61,75000,0.13,56767,18733,16429,4929,23416,84,Resell,-246,18195,14178,-2.87
Mobile,Apple,iPhone 13,4,Poor,32,Yes,Yes,83,75000,0.2,30720,9830,8539,3707,12287,40,Resell,-1250,10778,8356,9.64
Mobile,Apple,iPhone 13,2,Poor,32,Yes,Yes,72,75000,0.2,48000,15360,11186,9124,19200,75,Resell,-5284,14346,9791,-6.6
Mobile,Apple,iPhone 13,3,Poor,31,Yes,Yes,64,75000,0.25,31640,9808,8687,6410,12260,48,Resell,-3958,9171,7666,-6.49
Mobile,Apple,iPhone 13,4,Poor,31,Yes,Yes,82,75000,0.11,47056,14587,12763,7227,18233,41,Resell,-3581,14208,11232,-2.6
Mobile,Apple,iPhone 13,5,Poor,31,Yes,Yes,41,75000,0.23,20300,6293,5509,6372,7866,40,Resell,-4799,6827,4958,8.49
Mobile,Apple,iPhone 13,1,Poor,30,Yes,Yes,58,75000,0.26,55500,16650,11815,8526,20812,93,Resell,-4364,15773,11775,-5.27
Mobile,Apple,iPhone 14,3,Good,94,No,No,68,80000,0.2,40960,38502,33868,0,48127,73,Repair,9625,36745,33148,-4.56
Mobile,Apple,iPhone 14,6,Good,94,No,No,95,80000,0.16,28103,26416,21847,0,33020,91,Repair,6604,25526,21940,-3.37
Mobile,Apple,iPhone 14,4,Good,93,No,No,53,80000,0.23,28122,26153,20222,0,32691,88,Repair,6538,27071,18561,3.51
Mobile,Apple,iPhone 14,6,Good,93,No,No,71,80000,0.22,18015,16753,14738,0,20941,40,Repair,4188,15312,13855,-8.6
Mobile,Apple,iPhone 14,4,Good,93,No,No,86,80000,0.14,43760,40696,34125,0,50870,82,Repair,10174,38457,29247,-5.5
Mobile,Apple,iPhone 14,5,Good,92,No,No,61,80000,0.11,44672,41098,35034,0,51372,68,Repair,10274,39524,33597,-3.83
Mobile,Apple,iPhone 14,4,Good,92,No,No,55,80000,0.26,23989,22069,17287,0,27586,64,Repair,5517,23732,17386,7.54
Mobile,Apple,iPhone 14,2,Good,92,No,No,62,80000,0.27,42631,39220,29863,0,49025,91,Repair,9805,41637,30914,6.16
Mobile,Apple,iPhone 14,6,Good,91,No,No,61,80000,0.12,37152,33808,25661,0,42260,46,Repair,8452,36298,24458,7.37
Mobile,Apple,iPhone 14,3,Good,89,No,No,72,80000,0.23,36522,32504,28442,0,40630,79,Repair,8126,35565,27373,9.42
Mobile,Apple,iPhone 14,4,Good,88,No,No,66,80000,0.13,45831,40331,36078,0,50413,69,Repair,10082,38650,35530,-4.17
Mobile,Apple,iPhone 14,4,Good,88,No,No,45,80000,0.22,29612,26058,18823,0,32572,90,Repair,6514,26587,17490,2.03
Mobile,Apple,iPhone 14,2,Good,88,No,No,40,80000,0.29,40328,35488,27558,0,44360,51,Repair,8872,35353,24018,-0.38
Mobile,Apple,iPhone 14,6,Good,88,No,No,58,80000,0.24,15415,13565,9668,0,16956,94,Repair,3391,13061,9412,-3.72
Mobile,Apple,iPhone 14,2,Good,87,No,No,43,80000,0.2,51200,44544,38323,0,55680,53,Repair,11136,45516,33967,2.18
Mobile,Apple,iPhone 14,4,Good,84,No,No,51,80000,0.18,36169,30381,23174,0,37976,60,Repair,7595,28905,20171,-4.86
Mobile,Apple,iPhone 14,4,Good,82,No,No,80,80000,0.19,34437,28238,22737,0,35297,93,Repair,7059,26097,20990,-7.58
Mobile,Apple,iPhone 14,1,Good,81,No,No,96,80000,0.18,65600,53136,42726,0,66420,54,Repair,13284,52649,36985,-0.92
Mobile,Apple,iPhone 14,2,Good,81,No,No,93,80000,0.11,63368,51328,41799,0,64160,67,Repair,12832,53900,39211,5.01
Mobile,Apple,iPhone 14,5,Good,81,No,No,76,80000,0.29,14433,11690,8765,0,14612,84,Resell,2922,11928,9092,2.04
Mobile,Apple,iPhone 14,3,Good,78,No,No,51,80000,0.23,36522,28487,23717,0,35608,88,Repair,7121,26178,23463,-8.11
Mobile,Apple,iPhone 14,1,Good,78,No,No,89,80000,0.27,58400,45552,33205,0,56940,73,Repair,11388,46140,32920,1.29
Mobile,Apple,iPhone 14,4,Good,77,No,No,91,80000,0.25,25312,19490,16964,0,24362,59,Repair,4872,19442,16256,-0.25
Mobile,Apple,iPhone 14,1,Good,76,No,No,98,80000,0.11,71200,54112,46095,0,67640,94,Repair,13528,59245,39511,9.49
Mobile,Apple,iPhone 14,5,Good,76,No,No,88,80000,0.24,20284,15415,13043,0,19268,70,Repair,3853,14577,11554,-5.44
Mobile,Apple,iPhone 14,4,Average,75,No,No,60,80000,0.16,39829,29871,25878,0,37338,77,Repair,7467,32452,25618,8.64
Mobile,Apple,iPhone 14,1,Average,75,No,No,78,80000,0.13,69600,52200,44654,0,65250,83,Repair,13050,50516,44002,-3.23
Mobile,Apple,iPhone 14,1,Average,74,No,No,54,80000,0.27,58400,43216,34828,0,54020,95,Repair,10804,44826,32398,3.73
Mobile,Apple,iPhone 14,5,Average,73,No,No,68,80000,0.11,44672,32610,24615,0,40762,71,Repair,8152,33602,22978,3.04
Mobile,Apple,iPhone 14,6,Average,70,No,No,67,80000,0.25,14238,9966,8443,0,12457,65,Resell,2491,9240,7522,-7.28
Mobile,Apple,iPhone 14,1,Average,70,No,No,52,80000,0.16,67200,47040,38435,0,58800,81,Repair,11760,44625,33057,-5.13
Mobile,Apple,iPhone 14,1,Average,70,No,No,68,80000,0.22,62400,43680,38703,0,54600,59,Repair,10920,43725,33578,0.1
Mobile,Apple,iPhone 14,2,Average,70,No,No,84,80000,0.27,42631,29841,25123,0,37301,75,Repair,7460,27860,21963,-6.64
Mobile,Apple,iPhone 14,5,Average,70,No,No,99,80000,0.11,44672,31270,27986,0,39087,75,Repair,7817,33995,29295,8.71
Mobile,Apple,iPhone 14,4,Average,69,No,No,57,80000,0.24,26689,18415,13220,0,23018,61,Repair,4603,17637,12088,-4.22
Mobile,Apple,iPhone 14,2,Average,69,No,No,93,80000,0.23,47432,32728,24967,0,40910,95,Repair,8182,32231,24267,-1.52
Mobile,Apple,iPhone 14,2,Average,67,No,No,80,80000,0.23,47432,31779,23303,0,39723,76,Repair,7944,30548,20262,-3.87
Mobile,Apple,iPhone 14,4,Average,67,No,No,94,80000,0.23,28122,18841,16765,0,23551,78,Repair,4710,19722,14597,4.68
Mobile,Apple,iPhone 14,4,Average,65,No,No,92,80000,0.17,37966,24677,21337,0,30846,84,Repair,6169,24215,20578,-1.87
Mobile,Apple,iPhone 14,6,Average,62,No,Yes,69,80000,0.21,19446,12056,10535,1013,15070,74,Resell,2001,11510,10775,-4.53
Mobile,Apple,iPhone 14,6,Average,61,No,Yes,85,80000,0.22,18015,10989,7732,1266,13736,94,Resell,1481,11086,7221,0.88
Mobile,Apple,iPhone 14,5,Average,59,Yes,Yes,94,80000,0.25,18984,11200,8743,6535,14000,84,Resell,-3735,10634,8557,-5.05
Mobile,Apple,iPhone 14,3,Average,58,Yes,Yes,63,80000,0.17,45742,26530,19082,4963,33162,61,Resell,1669,26808,17099,1.05
Mobile,Apple,iPhone 14,2,Average,58,Yes,Yes,55,80000,0.23,47432,27510,22688,5433,34387,63,Resell,1444,27880,21464,1.34
Mobile,Apple,iPhone 14,1,Average,58,Yes,Yes,74,80000,0.13,69600,40368,29182,7983,50460,84,Resell,2109,37927,25256,-6.05
Mobile,Apple,iPhone 14,3,Average,56,Yes,Yes,67,80000,0.23,36522,20452,15482,7418,25565,65,Resell,-2305,19427,15425,-5.01
Mobile,Apple,iPhone 14,6,Poor,54,Yes,Yes,82,80000,0.2,20971,11324,8522,4202,14155,89,Resell,-1371,10609,8030,-6.31
Mobile,Apple,iPhone 14,6,Poor,53,Yes,Yes,52,80000,0.15,30171,15990,14132,7925,19987,66,Resell,-3928,14468,12104,-9.52
Mobile,Apple,iPhone 14,1,Poor,53,Yes,Yes,87,80000,0.17,66400,35192,28644,6291,43990,60,Resell,2507,36004,26159,2.31
Mobile,Apple,iPhone 14,3,Poor,52,Yes,Yes,76,80000,0.18,44109,22936,16090,8732,28670,89,Resell,-2998,24332,16798,6.09
Mobile,Apple,iPhone 14,5,Poor,51,Yes,Yes,79,80000,0.29,14433,7360,5754,6711,9200,74,Resell,-4871,6763,5720,-8.11
Mobile,Apple,iPhone 14,2,Poor,49,Yes,Yes,84,80000,0.19,52488,25719,19753,8145,32148,46,Resell,-1716,23201,20290,-9.79
Mobile,Apple,iPhone 14,6,Poor,49,Yes,Yes,98,80000,0.26,13136,6436,5406,5730,8045,57,Resell,-4121,6827,4768,6.08
Mobile,Apple,iPhone 14,5,Poor,48,Yes,Yes,62,80000,0.26,17752,8520,7380,6092,10650,65,Resell,-3962,7939,7419,-6.82
Mobile,Apple,iPhone 14,2,Poor,48,Yes,Yes,84,80000,0.21,49928,23965,19231,6131,29956,64,Resell,-140,24283,16897,1.33
Mobile,Apple,iPhone 14,1,Poor,48,Yes,Yes,70,80000,0.28,57600,27648,22378,6318,34560,47,Resell,594,30185,19857,9.18
Mobile,Apple,iPhone 14,5,Poor,47,Yes,Yes,59,80000,0.14,37634,17687,13185,7180,22108,77,Resell,-2759,16115,13608,-8.89
Mobile,Apple,iPhone 14,4,Poor,47,Yes,Yes,93,80000,0.16,39829,18719,16753,6267,23398,53,Resell,-1588,17732,16049,-5.27
Mobile,Apple,iPhone 14,1,Poor,47,Yes,Yes,50,80000,0.16,67200,31584,27788,5814,39480,45,Resell,2082,31238,27641,-1.1
Mobile,Apple,iPhone 14,4,Poor,46,Yes,Yes,41,80000,0.24,26689,12276,8688,6350,15345,58,Resell,-3281,13098,8157,6.7
Mobile,Apple,iPhone 14,3,Poor,46,Yes,Yes,57,80000,0.12,54517,25077,21575,6006,31346,88,Resell,263,27380,22139,9.18
Mobile,Apple,iPhone 14,2,Poor,46,Yes,Yes,47,80000,0.22,48672,22389,18339,7486,27986,93,Resell,-1889,21084,17349,-5.83
Mobile,Apple,iPhone 14,4,Poor,45,Yes,Yes,61,80000,0.26,23989,10795,8805,4967,13493,59,Resell,-2269,11725,7684,8.62
Mobile,Apple,iPhone 14,3,Poor,45,Yes,Yes,97,80000,0.29,28632,12884,10281,8942,16105,63,Resell,-5721,12586,10636,-2.31
Mobile,Apple,iPhone 14,4,Poor,44,Yes,Yes,92,80000,0.18,36169,15914,12049,8642,19892,62,Resell,-4664,16276,12403,2.27
Mobile,Apple,iPhone 14,3,Poor,44,Yes,Yes,51,80000,0.17,45742,20126,15816,5914,25157,61,Resell,-883,21099,15068,4.83
Mobile,Apple,iPhone 14,1,Poor,44,Yes,Yes,55,80000,0.12,70400,30976,23365,6225,38720,51,Resell,1519,30458,23695,-1.67
Mobile,Apple,iPhone 14,4,Poor,43,Yes,Yes,57,80000,0.14,43760,18816,16569,8620,23520,85,Resell,-3916,20090,16609,6.77
Mobile,Apple,iPhone 14,2,Poor,42,Yes,Yes,83,80000,0.24,46208,19407,15688,8090,24258,41,Resell,-3239,20174,15009,3.95
Mobile,Apple,iPhone 14,2,Poor,41,Yes,Yes,80,80000,0.25,45000,18450,15064,7819,23062,53,Resell,-3207,19955,14606,8.16
Mobile,Apple,iPhone 14,4,Poor,39,Yes,Yes,43,80000,0.17,37966,14806,11484,9139,18507,62,Resell,-5438,16202,10878,9.43
Mobile,Apple,iPhone 14,5,Poor,38,Yes,Yes,91,80000,0.2,26214,9961,7348,5700,12451,83,Resell,-3210,10605,7529,6.47
Mobile,Apple,iPhone 14,4,Poor,37,Yes,Yes,52,80000,0.2,32768,12124,10230,8949,15155,92,Resell,-5918,11725,9594,-3.29
Mobile,Apple,iPhone 14,4,Poor,36,Yes,Yes,81,80000,0.11,50193,18069,14303,6109,22586,82,Resell,-1592,17559,13139,-2.82
Mobile,Apple,iPhone 14,3,Poor,35,Yes,Yes,42,80000,0.15,49129,17195,14038,6120,21493,66,Resell,-1822,18338,14152,6.65
Mobile,Apple,iPhone 14,6,Poor,35,Yes,Yes,68,80000,0.26,13136,4597,3381,8516,5746,86,Resell,-7367,4510,3447,-1.89
Mobile,Apple,iPhone 14,2,Poor,35,Yes,Yes,70,80000,0.19,52488,18370,15530,6261,22962,58,Resell,-1669,18027,13415,-1.87
Mobile,Apple,iPhone 14,5,Poor,34,Yes,Yes,78,80000,0.12,42218,14354,10075,7617,17942,49,Resell,-4029,15040,9100,4.78
Mobile,Apple,iPhone 14,1,Poor,31,Yes,Yes,60,80000,0.19,64800,20088,17028,6494,25110,66,Resell,-1472,19522,17009,-2.82
Mobile,Apple,iPhone 14,2,Poor,31,Yes,Yes,84,80000,0.26,43808,13580,10243,8995,16975,86,Resell,-5600,13273,8881,-2.26
Mobile,Apple,iPhone 14,3,Poor,31,Yes,Yes,40,80000,0.25,33750,10462,8687,7774,13077,52,Resell,-5159,9439,7447,-9.78
Mobile,Google,Pixel 7,2,Good,95,No,No,54,60000,0.17,41334,39267,33848,0,49083,72,Repair,9816,35862,32493,-8.67
Mobile,Google,Pixel 7,3,Good,94,No,No,50,60000,0.12,40888,38434,33390,0,48042,67,Repair,9608,39724,28674,3.36
Mobile,Google,Pixel 7,6,Good,93,No,No,45,60000,0.14,24274,22574,20304,0,28217,80,Repair,5643,21687,17705,-3.93
Mobile,Google,Pixel 7,4,Good,93,No,No,91,60000,0.21,23370,21734,15433,0,27167,45,Repair,5433,23531,15959,8.27
Mobile,Google,Pixel 7,5,Good,93,No,No,86,60000,0.27,12438,11567,9366,0,14458,50,Resell,2891,10989,7981,-5.0
